0,1.574941452358E12
1,1.574941452762E12
2,1.574941452785E12
3,1.574941452822E12
4,1.57494145287E12
5,1.574941452892E12
7,1.574941452983E12
8,1.574941453006E12
9,1.574941453037E12
10,1.57494145307E12
10,1.57494145312E12
12,1.574941453163E12
12,1.574941453184E12
13,1.574941453206E12
14,1.574941453234E12
15,1.574941453276E12
16,1.574941453302E12
17,1.574941453338E12
18,1.574941453368E12
19,1.574941453402E12
20,1.574941453436E12
21,1.574941453471E12
22,1.574941453502E12
23,1.574941453536E12
24,1.574941453574E12
25,1.574941453608E12
26,1.57494145364E12
27,1.574941453677E12
28,1.574941453753E12
29,1.574941453784E12
30,1.574941453814E12
31,1.574941453846E12
32,1.574941453915E12
33,1.574941453941E12
34,1.574941453972E12
35,1.574941454011E12
36,1.574941454046E12
37,1.574941454081E12
38,1.574941454122E12
39,1.574941454147E12
40,1.574941454181E12
41,1.574941454222E12
42,1.57494145425E12
43,1.574941454283E12
44,1.574941454324E12
45,1.574941454354E12
46,1.574941454389E12
47,1.574941454428E12
48,1.574941454465E12
49,1.574941454497E12
50,1.574941454522E12
51,1.574941454565E12
52,1.574941454588E12
53,1.574941454619E12
54,1.574941454687E12
55,1.574941454717E12
56,1.574941454757E12
57,1.574941454793E12
58,1.574941454864E12
59,1.574941454898E12
60,1.574941454924E12
61,1.574941454969E12
62,1.574941454996E12
63,1.574941455067E12
64,1.574941455098E12
65,1.574941455136E12
66,1.574941455159E12
67,1.574941455191E12
68,1.57494145523E12
69,1.574941455261E12
70,1.574941455299E12
71,1.57494145533E12
72,1.57494145536E12
73,1.574941455398E12
74,1.574941455436E12
75,1.574941455472E12
76,1.574941455498E12
77,1.574941455531E12
78,1.574941455564E12
79,1.574941455596E12
80,1.574941455629E12
81,1.57494145567E12
82,1.574941455697E12
83,1.574941455728E12
84,1.574941455773E12
85,1.5749414558E12
86,1.574941455835E12
87,1.574941455869E12
88,1.574941455892E12
89,1.574941455939E12
90,1.574941455968E12
91,1.574941456009E12
92,1.574941456039E12
93,1.574941456073E12
94,1.574941456108E12
95,1.574941456139E12
96,1.574941456181E12
97,1.574941456203E12
98,1.574941456248E12
99,1.574941456273E12
100,1.574941456312E12
101,1.574941456342E12
102,1.574941456375E12
103,1.574941456412E12
104,1.574941456439E12
105,1.574941456485E12
106,1.574941456516E12
107,1.574941456542E12
108,1.57494145658E12
109,1.574941456615E12
110,1.57494145664E12
111,1.574941456677E12
112,1.57494145672E12
114,1.574941456839E12
115,1.574941456863E12
115,1.574941456883E12
116,1.574941456914E12
117,1.574941456938E12
118,1.57494145698E12
119,1.574941457018E12
120,1.574941457047E12
121,1.574941457081E12
122,1.57494145715E12
123,1.574941457185E12
124,1.574941457203E12
125,1.574941457245E12
126,1.574941457278E12
127,1.574941457315E12
128,1.574941457346E12
130,1.574941457395E12
130,1.574941457418E12
131,1.57494145748E12
132,1.574941457515E12
133,1.574941457549E12
134,1.574941457584E12
135,1.574941457623E12
136,1.574941457655E12
137,1.57494145769E12
139,1.574941457748E12
140,1.574941457781E12
154,1.574941458292E12
155,1.57494145832E12
156,1.574941458354E12
157,1.574941458394E12
158,1.574941458418E12
159,1.574941458461E12
160,1.5749414585E12
161,1.574941458567E12
163,1.57494145862E12
164,1.574941458649E12
164,1.574941458671E12
165,1.574941458689E12
166,1.574941458724E12
167,1.574941458762E12
168,1.5749414588E12
169,1.574941458828E12
170,1.574941458862E12
171,1.574941458892E12
172,1.574941458924E12
173,1.574941458961E12
175,1.574941459007E12
175,1.574941459031E12
176,1.574941459077E12
177,1.574941459101E12
178,1.574941459174E12
179,1.5749414592E12
180,1.574941459234E12
181,1.574941459263E12
182,1.574941459298E12
183,1.574941459336E12
184,1.574941459367E12
186,1.57494145941E12
186,1.574941459426E12
187,1.574941459472E12
188,1.574941459507E12
189,1.574941459528E12
190,1.574941459566E12
191,1.574941459607E12
192,1.574941459634E12
193,1.574941459662E12
194,1.574941459701E12
195,1.574941459743E12
196,1.574941459769E12
197,1.574941459808E12
198,1.574941459839E12
199,1.574941459886E12
200,1.574941459906E12
201,1.574941459935E12
202,1.574941459972E12
203,1.574941459999E12
205,1.57494146005E12
205,1.574941460069E12
206,1.574941460107E12
207,1.574941460137E12
208,1.574941460178E12
209,1.574941460204E12
210,1.574941460247E12
211,1.574941460281E12
212,1.57494146031E12
213,1.574941460341E12
214,1.574941460379E12
215,1.574941460406E12
216,1.574941460441E12
217,1.57494146048E12
218,1.57494146051E12
219,1.574941460542E12
220,1.574941460577E12
221,1.574941460603E12
222,1.574941460643E12
223,1.574941460679E12
224,1.574941460711E12
225,1.574941460739E12
226,1.574941460785E12
227,1.574941460812E12
228,1.574941460843E12
229,1.57494146087E12
230,1.574941460909E12
231,1.574941460936E12
232,1.574941460977E12
233,1.574941461012E12
234,1.574941461046E12
235,1.574941461086E12
236,1.574941461113E12
237,1.574941461146E12
238,1.574941461187E12
239,1.574941461217E12
240,1.574941461244E12
241,1.574941461276E12
242,1.574941461319E12
243,1.574941461351E12
244,1.574941461378E12
245,1.574941461411E12
246,1.574941461451E12
247,1.574941461485E12
248,1.57494146151E12
249,1.574941461535E12
250,1.574941461579E12
251,1.574941461611E12
252,1.574941461643E12
253,1.574941461686E12
254,1.574941461722E12
255,1.574941461753E12
256,1.574941461786E12
257,1.574941461814E12
258,1.574941461852E12
259,1.574941461879E12
260,1.574941461923E12
261,1.574941461957E12
262,1.574941461982E12
263,1.574941462021E12
264,1.574941462059E12
265,1.574941462091E12
266,1.574941462118E12
267,1.574941462152E12
268,1.574941462182E12
269,1.574941462228E12
270,1.57494146225E12
271,1.574941462285E12
272,1.574941462313E12
273,1.574941462355E12
274,1.574941462388E12
275,1.574941462423E12
276,1.574941462458E12
277,1.57494146249E12
278,1.574941462598E12
279,1.574941462625E12
280,1.574941462658E12
281,1.574941462694E12
282,1.574941462729E12
283,1.57494146275E12
284,1.574941462798E12
285,1.574941462831E12
286,1.574941462858E12
287,1.574941462891E12
288,1.574941462925E12
289,1.574941462956E12
290,1.574941462994E12
292,1.574941463039E12
292,1.574941463061E12
293,1.5749414631E12
294,1.574941463132E12
295,1.574941463167E12
296,1.574941463194E12
297,1.574941463231E12
298,1.574941463256E12
299,1.5749414633E12
300,1.574941463324E12
301,1.574941463367E12
302,1.574941463394E12
303,1.574941463425E12
304,1.574941463494E12
305,1.574941463527E12
307,1.57494146357E12
307,1.574941463585E12
308,1.574941463621E12
309,1.574941463653E12
310,1.574941463691E12
311,1.574941463721E12
312,1.574941463756E12
313,1.574941463788E12
315,1.574941463879E12
315,1.574941463894E12
316,1.574941463931E12
317,1.574941463957E12
