"No.","Time","Source","Destination","Protocol","Length","Info"
"513","2671.270080","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"514","2682.186783","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"515","2682.186981","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"516","2682.219594","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"517","2682.219747","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"518","2700.220703","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"519","2700.220791","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"520","2700.220564","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"521","2700.225106","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"522","2700.229748","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"523","2938.169575","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"524","2938.169929","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"525","2938.169474","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"526","2938.216272","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"527","2938.216101","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"528","2938.272444","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"529","2939.289364","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"530","2939.289198","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"531","2939.322850","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"532","2939.323022","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"533","2946.412308","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"534","2946.412146","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"535","2946.472540","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"536","2946.472717","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"537","2977.202301","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"538","2977.202546","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"539","2977.202472","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"540","2977.205760","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"541","2977.212456","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"542","3216.190190","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"543","3216.189872","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"544","3216.189759","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"545","3216.236262","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"546","3216.236093","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"547","3216.275907","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"548","3217.317949","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"549","3217.317767","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"550","3217.375979","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"551","3217.375854","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"552","3218.971395","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"553","3218.971599","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"554","3219.025682","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"555","3219.025545","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"556","3255.735341","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"557","3255.735554","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"558","3255.735494","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"559","3255.738865","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"560","3255.744554","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"561","3456.652453","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"562","3456.652670","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"563","3456.652746","10.100.0.1","20.100.0.1","S1AP","114","Paging"
"564","3456.909198","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"565","3456.909308","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"566","3456.909566","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"567","3456.954396","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"568","3456.954593","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"569","3456.978670","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"570","3458.040270","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"571","3458.040100","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"572","3458.077103","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"573","3458.077215","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"574","3487.535746","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"575","3487.535563","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"576","3487.576972","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"577","3487.577089","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"578","3527.401273","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"579","3527.401347","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"580","3527.401124","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"581","3527.405673","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"582","3527.407260","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"583","3764.659400","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"584","3764.659860","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"585","3764.659508","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"586","3764.706245","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"587","3764.706064","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"588","3764.731126","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"589","3765.781152","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"590","3765.781325","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"591","3765.830214","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"592","3765.830110","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"593","3776.760108","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"594","3776.759919","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"595","3776.779846","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"596","3776.779958","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"597","3794.712728","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"598","3794.712893","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"599","3794.712971","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"600","3794.716770","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"601","3794.719304","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"602","3794.929219","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"603","3794.928904","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"604","3794.928806","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"605","3794.976247","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"606","3794.976423","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"607","3795.029783","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"608","3796.049582","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"609","3796.049770","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"610","3796.079855","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"611","3796.079760","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"612","3807.030084","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"613","3807.030226","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"614","3807.080313","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"615","3807.080207","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"616","3825.062877","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"617","3825.063095","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"618","3825.063038","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"619","3825.066843","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"620","3825.069932","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"621","3825.308305","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"622","3825.308411","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"623","3825.308655","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"624","3825.355807","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"625","3825.355951","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"626","3825.380385","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"627","3826.447761","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"628","3826.447550","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"629","3826.480391","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"630","3826.480525","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"631","3835.205169","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"632","3835.205029","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"633","3835.230435","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"634","3835.230554","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"635","3855.433318","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"636","3855.433230","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"637","3855.433071","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"638","3855.436482","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"639","3855.440082","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"640","4155.035968","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"641","4155.036122","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"642","4155.036178","10.100.0.1","20.100.0.1","S1AP","114","Paging"
"643","4155.799672","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"644","4155.799808","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"645","4155.800082","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"646","4155.846468","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"647","4155.846650","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"648","4155.884787","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"649","4156.930452","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"650","4156.930648","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"651","4156.983664","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"652","4156.983818","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"653","4179.415789","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"654","4179.415939","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"655","4179.433886","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"656","4179.434005","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"657","4218.155462","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"658","4218.155647","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"659","4218.155719","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"660","4218.158990","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"661","4218.163657","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"662","4286.929454","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"663","4286.929561","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"664","4286.929822","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"665","4286.975699","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"666","4286.975890","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"667","4287.035961","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"668","4288.067909","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"669","4288.068076","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"670","4288.084847","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"671","4288.084993","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"672","4290.562656","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"673","4290.562468","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"674","4290.584629","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"675","4290.584791","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"676","4617.795394","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"677","4617.795582","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"678","4617.795659","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"679","4617.799864","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"680","4617.807254","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"681","4713.100211","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"682","4713.100462","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"683","4713.100113","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"684","4713.143896","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"685","4713.144068","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"686","4713.189315","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"687","4714.220772","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"688","4714.220546","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"689","4714.239751","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"690","4714.239871","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"691","4723.436326","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"692","4723.436465","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"693","4723.488676","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"694","4723.488808","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"695","4743.221014","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"696","4743.221195","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"697","4743.221275","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"698","4743.224967","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"699","4743.228559","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"700","4857.119145","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"701","4857.118914","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"702","4857.118827","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"703","4857.169464","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"704","4857.169305","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"705","4857.191296","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"706","4858.242430","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"707","4858.242589","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"708","4858.290440","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"709","4858.290330","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"710","4866.896150","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"711","4866.895965","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"712","4866.940298","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"713","4866.940191","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"714","4887.245792","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"715","4887.245559","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"716","4887.245861","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"717","4887.249719","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"718","4887.249549","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"719","5055.179927","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"720","5055.180187","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"721","5055.179801","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"722","5055.229696","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"723","5055.229875","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"724","5055.291982","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"725","5056.318205","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"726","5056.318017","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"727","5056.341312","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"728","5056.341211","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"729","5065.095138","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"730","5065.095331","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"731","5065.141690","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"732","5065.141822","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"733","5108.578426","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"734","5108.578665","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"735","5108.578586","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"736","5108.582419","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"737","5108.591696","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"738","5217.225962","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"739","5217.226197","10.100.0.1","20.100.0.1","S1AP","114","Paging"
"740","5217.226126","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"741","5218.189007","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"742","5218.188650","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"743","5218.188515","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"744","5218.236362","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"745","5218.236550","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"746","5218.294170","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"747","5219.319238","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"748","5219.319098","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"749","5219.343769","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"750","5219.343882","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"751","5228.115363","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"752","5228.115547","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"753","5228.143531","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"754","5228.143638","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"755","5259.465672","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"756","5259.465908","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"757","5259.465848","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"758","5259.469155","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"759","5259.473294","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"760","5295.853782","20.100.0.11","10.100.0.11","GTPv2","71","Downlink Data Notification"
"761","5295.854010","10.100.0.11","20.100.0.11","GTPv2","60","Downlink Data Notification Acknowledgement"
"762","5295.854099","10.100.0.1","20.100.0.1","S1AP","114","Paging"
"763","5296.269201","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"764","5296.268841","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"765","5296.268923","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"766","5296.316420","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"767","5296.316575","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"768","5296.343890","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"769","5297.401652","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"770","5297.401818","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"771","5297.443830","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"772","5297.444030","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"773","5306.246263","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"774","5306.246469","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"775","5306.294292","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"776","5306.294450","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"777","5345.112372","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"778","5345.112215","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"779","5345.112488","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"780","5345.116768","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"781","5345.124140","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
"782","5355.179869","20.100.0.1","10.100.0.1","S1AP/NAS-EPS","126","InitialUEMessage, Service request"
"783","5355.180326","10.100.0.1","20.100.0.1","S1AP","1370","InitialContextSetupRequest, UECapabilityInformation[Malformed Packet]"
"784","5355.180024","20.100.0.23","10.100.0.23","S1AP/NAS-EPS","78","UplinkNASTransport, Service request"
"785","5355.226871","10.100.0.11","20.100.0.11","GTPv2","109","Modify Bearer Request"
"786","5355.226697","20.100.0.1","10.100.0.1","S1AP","106","InitialContextSetupResponse"
"787","5355.244692","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"788","5356.318364","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"789","5356.318528","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"790","5356.344780","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"791","5356.344650","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"792","5365.095106","20.100.0.1","10.100.0.1","S1AP","106","E-RABModificationIndication"
"793","5365.095265","10.100.0.11","20.100.0.11","GTPv2","104","Modify Bearer Request"
"794","5365.145256","10.100.0.1","20.100.0.1","S1AP","98","E-RABModificationConfirm"
"795","5365.145148","20.100.0.11","10.100.0.11","GTPv2","93","Modify Bearer Response"
"796","5397.835362","20.100.0.1","10.100.0.1","S1AP","94","UEContextReleaseRequest [RadioNetwork-cause=user-inactivity]"
"797","5397.835566","10.100.0.11","20.100.0.11","GTPv2","54","Release Access Bearers Request"
"798","5397.835648","10.100.0.1","20.100.0.1","S1AP","90","UEContextReleaseCommand [RadioNetwork-cause=user-inactivity]"
"799","5397.839347","20.100.0.1","10.100.0.1","S1AP","86","UEContextReleaseComplete"
"800","5397.844470","20.100.0.11","10.100.0.11","GTPv2","60","Release Access Bearers Response"
